0 0 0 0
9.42628e-08 0 0 0.1
8.23516e-07 2.71217e-09 2.61841e-12 0.2
2.83381e-06 2.25994e-08 7.48582e-11 0.3
6.71583e-06 9.82396e-08 6.40875e-10 0.4
1.29789e-05 3.0267e-07 3.22888e-09 0.5
2.20288e-05 7.50811e-07 1.18701e-08 0.6
3.41507e-05 1.60325e-06 3.52732e-08 0.7
4.94976e-05 3.06592e-06 8.98113e-08 0.8
6.80855e-05 5.38551e-06 2.0326e-07 0.9
8.97941e-05 8.84072e-06 4.19127e-07 1
0.000114375 1.37298e-05 8.01318e-07 1.1
0.000141463 2.03553e-05 1.4388e-06 1.2
0.000170596 2.90065e-05 2.44987e-06 1.3
0.000201236 3.99408e-05 3.98559e-06 1.4
0.000232794 5.33664e-05 6.232e-06 1.5
0.000264655 6.94255e-05 9.41056e-06 1.6
0.000296202 8.81803e-05 1.37768e-05 1.7
0.000326844 0.000109604 1.96163e-05 1.8
0.000356037 0.000133574 2.7239e-05 1.9
0.000383298 0.000159874 3.69704e-05 2
0.000408226 0.000188198 4.91407e-05 2.1
0.000430507 0.000218159 6.40728e-05 2.2
0.000449917 0.000249309 8.20676e-05 2.3
0.000466328 0.000281153 0.000103389 2.4
0.000479699 0.000313174 0.000128251 2.5
0.000490067 0.000344858 0.000156798 2.6
0.000497538 0.000375716 0.000189098 2.7
0.000502273 0.000405306 0.000225125 2.8
0.000504474 0.000433258 0.000264758 2.9
0.000504368 0.000459285 0.000307768 3
0.000502195 0.0004832 0.000353821 3.1
0.000498193 0.000504917 0.000402481 3.2
0.000492594 0.000524455 0.000453215 3.3
0.000485609 0.000541929 0.000505404 3.4
0.000477431 0.000557538 0.000558361 3.5
0.000468225 0.000571548 0.00061134 3.6
0.000458138 0.000584271 0.000663567 3.7
0.000447295 0.000596038 0.000714253 3.8
0.000435803 0.000607173 0.00076262 3.9
0.00042376 0.000617971 0.000807923 4
0.000411256 0.000628665 0.00084947 4.1
0.000398378 0.000639413 0.00088664 4.2
0.000385214 0.000650275 0.000918901 4.3
0.000371849 0.000661205 0.000945819 4.4
0.000358371 0.000672043 0.000967069 4.5
0.000344862 0.000682518 0.000982436 4.6
0.000331394 0.000692255 0.000991816 4.7
0.000318022 0.000700788 0.00099521 4.8
0.000304776 0.000707582 0.000992714 4.9
0.000291652 0.000712054 0.000984509 5
0.000278605 0.000713603 0.000970843 5.1
0.000265538 0.000711631 0.000952017 5.2
0.000252302 0.000705581 0.000928364 5.3
0.000238689 0.000694954 0.000900237 5.4
0.000224435 0.000679335 0.000867983 5.5
0.000209226 0.000658416 0.000831935 5.6
0.000192706 0.000632001 0.000792398 5.7
0.000174486 0.000600018 0.000749636 5.8
0.000154168 0.00056252 0.000703866 5.9
0.000131357 0.000519679 0.000655257 6
0.000105684 0.000471771 0.000603928 6.1
7.68303e-05 0.000419167 0.00054995 6.2
4.45481e-05 0.00036231 0.000493353 6.3
8.67982e-06 0.000301692 0.000434134 6.4
-3.08231e-05 0.000237834 0.000372267 6.5
-7.38865e-05 0.00017126 0.000307714 6.6
-0.000120305 0.000102482 0.000240435 6.7
-0.000169739 3.1978e-05 0.0001704 6.8
-0.000221718 -3.98191e-05 9.7599e-05 6.9
-0.000275648 -0.00011253 2.20505e-05 7
-0.00033083 -0.000185833 -5.61903e-05 7.1
-0.000386479 -0.00025946 -0.000137027 7.2
-0.000441751 -0.000333192 -0.000220317 7.3
-0.000495772 -0.000406849 -0.000305873 7.4
-0.000547671 -0.000480274 -0.00039346 7.5
-0.000596611 -0.000553318 -0.000482795 7.6
-0.000641821 -0.000625824 -0.000573558 7.7
-0.000682624 -0.000697613 -0.000665384 7.8
-0.000718464 -0.000768466 -0.000757875 7.9
-0.000748926 -0.00083812 -0.000850601 8
-0.000773746 -0.000906253 -0.000943101 8.1
-0.000792822 -0.000972492 -0.00103489 8.2
-0.00080621 -0.00103641 -0.00112546 8.3
-0.000814116 -0.00109752 -0.00121427 8.4
-0.000816884 -0.00115533 -0.00130078 8.5
-0.000814972 -0.00120931 -0.00138442 8.6
-0.000808926 -0.00125894 -0.00146458 8.7
-0.000799354 -0.00130371 -0.00154066 8.8
-0.000786893 -0.00134316 -0.00161204 8.9
-0.000772174 -0.00137689 -0.00167807 9
-0.000755798 -0.00140457 -0.00173812 9.1
-0.000738303 -0.00142597 -0.00179153 9.2
-0.000720145 -0.00144094 -0.00183767 9.3
-0.000701675 -0.00144943 -0.00187591 9.4
-0.000683131 -0.0014515 -0.00190566 9.5
-0.00066463 -0.00144728 -0.00192636 9.6
-0.000646169 -0.00143698 -0.0019375 9.7
-0.000627635 -0.00142086 -0.00193867 9.8
-0.000608811 -0.00139922 -0.0019295 9.9
