0 0 0 0
4.33485e-07 0 0 0.1
3.7348e-06 1.24252e-08 1.20412e-11 0.2
1.25572e-05 1.02374e-07 3.42109e-10 0.3
2.87894e-05 4.38207e-07 2.90272e-09 0.4
5.32654e-05 1.32335e-06 1.44567e-08 0.5
8.55918e-05 3.20227e-06 5.23985e-08 0.6
0.000124117 6.63698e-06 1.53105e-07 0.7
0.000166046 1.22542e-05 3.82256e-07 0.8
0.000207689 2.06675e-05 8.45908e-07 0.9
0.000244834 3.23829e-05 1.70058e-06 1
0.000273178 4.76986e-05 3.16028e-06 1.1
0.000288812 6.66112e-05 5.49841e-06 1.2
0.000288665 8.87431e-05 9.04252e-06 1.3
0.000270904 0.000113301 1.41607e-05 1.4
0.000235203 0.000139077 2.12388e-05 1.5
0.000182888 0.000164493 3.06494e-05 1.6
0.000116908 0.0001877 4.2713e-05 1.7
4.1645e-05 0.000206707 5.76553e-05 1.8
-3.74195e-05 0.000219557 7.55632e-05 1.9
-0.000114171 0.000224511 9.63439e-05 2
-0.000182403 0.000220238 0.000119692 2.1
-0.000236381 0.000205984 0.000145068 2.2
-0.000271395 0.000181712 0.000171693 2.3
-0.000284217 0.00014818 0.000198566 2.4
-0.000273442 0.000106959 0.000224491 2.5
-0.000239664 6.03824e-05 0.000248137 2.6
-0.000185469 1.14137e-05 0.000268109 2.7
-0.000115241 -3.65437e-05 0.000283032 2.8
-3.47981e-05 -7.98953e-05 0.000291647 2.9
4.91112e-05 -0.000115137 0.000292908 3
0.000129408 -0.000139149 0.000286072 3.1
0.000199322 -0.000149476 0.000270776 3.2
0.000253011 -0.000144572 0.000247097 3.3
0.000286101 -0.000123974 0.000215579 3.4
0.000296098 -8.84078e-05 0.000177237 3.5
0.000282622 -3.97886e-05 0.000133519 3.6
0.000247458 1.88683e-05 8.62466e-05 3.7
0.000194388 8.36351e-05 3.75156e-05 3.8
0.000128851 0.00014994 -1.04204e-05 3.9
5.74327e-05 0.0002129 -5.52857e-05 4
-1.27501e-05 0.000267688 -9.49244e-05 4.1
-7.47254e-05 0.000309911 -0.00012744 4.2
-0.00012233 0.00033596 -0.000151322 4.3
-0.000150806 0.000343313 -0.000165546 4.4
-0.000157264 0.000330754 -0.000169652 4.5
-0.000140986 0.000298492 -0.000163774 4.6
-0.000103509 0.000248173 -0.000148638 4.7
-4.8517e-05 0.000182773 -0.000125519 4.8
1.84902e-05 0.00010639 -9.61523e-05 4.9
9.06879e-05 2.3939e-05 -6.2627e-05 5
0.000160555 -5.92143e-05 -2.72418e-05 5.1
0.000220572 -0.000137664 7.64412e-06 5.2
0.000263928 -0.000206372 3.97664e-05 5.3
0.000285171 -0.000261056 6.71013e-05 5.4
0.000280738 -0.000298507 8.79928e-05 5.5
0.000249319 -0.00031683 0.00010125 5.6
0.000192019 -0.000315571 0.000106213 5.7
0.0001123 -0.00029574 0.000102775 5.8
1.57092e-05 -0.000259702 9.13675e-05 5.9
-9.05804e-05 -0.000210977 7.29065e-05 6
-0.000198382 -0.000153941 4.87071e-05 6.1
-0.000299197 -9.34654e-05 2.0371e-05 6.2
-0.000384951 -3.45254e-05 -1.03419e-05 6.3
-0.000448694 1.81946e-05 -4.16467e-05 6.4
-0.000485195 6.0663e-05 -7.18629e-05 6.5
-0.000491391 8.98033e-05 -9.95289e-05 6.6
-0.00046665 0.000103711 -0.000123494 6.7
-0.000412802 0.000101772 -0.000142981 6.8
-0.00033398 8.46699e-05 -0.000157614 6.9
-0.000236241 5.42939e-05 -0.00016742 7
-0.000127041 1.35447e-05 -0.000172784 7.1
-1.45854e-05 -3.39308e-05 -0.000174392 7.2
9.28615e-05 -8.40595e-05 -0.000173145 7.3
0.000187669 -0.000132685 -0.000170058 7.4
0.000263456 -0.000175905 -0.000166159 7.5
0.000315578 -0.000210379 -0.00016239 7.6
0.000341459 -0.000233572 -0.000159525 7.7
0.00034072 -0.000243929 -0.000158094 7.8
0.000315119 -0.00024096 -0.000158349 7.9
0.0002683 -0.000225236 -0.000160244 8
0.000205384 -0.000198294 -0.000163445 8.1
0.000132449 -0.000162476 -0.000167366 8.2
5.59404e-05 -0.000120707 -0.000171228 8.3
-1.792e-05 -7.623e-05 -0.00017413 8.4
-8.36745e-05 -3.23438e-05 -0.000175131 8.5
-0.000137074 7.86095e-06 -0.000173334 8.6
-0.000175383 4.17283e-05 -0.000167969 8.7
-0.000197524 6.72152e-05 -0.000158456 8.8
-0.000204051 8.30102e-05 -0.000144464 8.9
-0.000196965 8.85847e-05 -0.000125942 9
-0.000179393 8.41797e-05 -0.000103131 9.1
-0.000155169 7.07325e-05 -7.65576e-05 9.2
-0.000128366 4.97559e-05 -4.7005e-05 9.3
-0.000102826 2.3183e-05 -1.54686e-05 9.4
-8.17357e-05 -6.80488e-06 1.69018e-05 9.5
-6.72947e-05 -3.79514e-05 4.88676e-05 9.6
-6.0509e-05 -6.80842e-05 7.91713e-05 9.7
-6.11231e-05 -9.52486e-05 0.000106605 9.8
-6.77001e-05 -0.000117806 0.000130072 9.9
