0.282843 0.000757538 0.000935153 0.000970756 0 0 0 0
0.322441 0.000717348 0.000870046 0.000957063 5.79469e-07 0 0 0.1
0.362039 0.000913225 0.0011792 0.00132408 4.9347e-06 1.65568e-08 1.60963e-11 0.2
0.401637 0.0010511 0.00143638 0.00170052 1.62712e-05 1.35138e-07 4.54946e-10 0.3
0.441235 0.00123099 0.00167932 0.00193008 3.62775e-05 5.71088e-07 3.83146e-09 0.4
0.480833 0.00141013 0.00204377 0.00245417 6.46888e-05 1.69636e-06 1.8901e-08 0.5
0.520431 0.00197406 0.00300108 0.00353257 9.92127e-05 4.02216e-06 6.77155e-08 0.6
0.560029 0.00267009 0.00455492 0.00558434 0.000135835 8.13624e-06 1.95169e-07 0.7
0.599627 0.00605479 0.010842 0.0134699 0.000169455 1.46032e-05 4.79653e-07 0.8
0.639225 0.00790512 0.0147775 0.018463 0.000194751 2.38441e-05 1.04269e-06 0.9
0.678823 0.00334236 0.00650118 0.00813776 0.000207107 3.60164e-05 2.05499e-06 1
0.71842 0.00174338 0.00347522 0.00456502 0.000203465 5.09189e-05 3.73639e-06 1.1
0.758018 0.00111668 0.00246756 0.00334836 0.000182926 6.79412e-05 6.34793e-06 1.2
0.797616 0.000876688 0.00202651 0.00258322 0.000147006 8.60715e-05 1.01749e-05 1.3
0.837214 0.000693035 0.00149712 0.00207254 9.94924e-05 0.00010397 1.55015e-05 1.4
0.876812 0.000624019 0.00146549 0.00172227 4.592e-05 0.000120098 2.2579e-05 1.5
0.91641 0.000656608 0.00117707 0.0016073 -7.25474e-06 0.000132892 3.15904e-05 1.6
0.956008 0.000667932 0.000958169 0.00144449 -5.3637e-05 0.000140959 4.26154e-05 1.7
0.995606 0.000608421 0.000973283 0.0014776 -8.78755e-05 0.000143257 5.56015e-05 1.8
1.0352 0.000734775 0.000894262 0.00137442 -0.000106477 0.000139242 7.03433e-05 1.9
1.0748 0.000661156 0.00101661 0.00120115 -0.00010832 0.000128966 8.64754e-05 2
1.1144 0.000830342 0.000625562 0.00133813 -9.47722e-05 0.000113086 0.000103479 2.1
1.154 0.00062782 0.000916081 0.000874148 -6.94111e-05 9.28083e-05 0.000120708 2.2
1.1936 0.00089622 0.000764795 0.00132977 -3.73792e-05 6.97625e-05 0.000137418 2.3
1.23319 0.000848975 0.000802244 0.000990236 -4.49686e-06 4.58197e-05 0.00015282 2.4
1.27279 0.00103846 0.000883037 0.00134313 2.37194e-05 2.28904e-05 0.00016613 2.5
