1.31239 0.00113909 0.000798334 0.00117448 4.29653e-05 2.72284e-06 0.000176623 2.6
1.35199 0.00113627 0.000925372 0.00139133 5.08298e-05 -1.3268e-05 0.000183682 2.7
1.39159 0.00134213 0.000910643 0.00148493 4.71365e-05 -2.41202e-05 0.000186837 2.8
1.43118 0.00132951 0.000975024 0.00148484 3.38907e-05 -2.93796e-05 0.000185801 2.9
1.47078 0.00181616 0.00104283 0.00167743 1.48472e-05 -2.90887e-05 0.000180477 3
1.51038 0.00197526 0.00117506 0.00168506 -5.22023e-06 -2.37155e-05 0.000170965 3.1
1.54998 0.00220388 0.0011372 0.00188604 -2.14172e-05 -1.40414e-05 0.000157552 3.2
1.58958 0.00288233 0.00163769 0.00251909 -2.9634e-05 -1.02871e-06 0.000140689 3.3
1.62917 0.00335413 0.00140664 0.00281526 -2.72995e-05 1.43083e-05 0.000120964 3.4
1.66877 0.00541662 0.00254759 0.00444021 -1.38498e-05 3.1008e-05 9.90698e-05 3.5
1.70837 0.00771156 0.00336656 0.00624411 9.16765e-06 4.82267e-05 7.57731e-05 3.6
1.74797 0.021891 0.0092493 0.0174224 3.83722e-05 6.52602e-05 5.18804e-05 3.7
1.78757 0.0185744 0.00861305 0.0149491 6.91581e-05 8.15233e-05 2.82082e-05 3.8
1.82716 0.00625182 0.00309778 0.00510795 9.65245e-05 9.65001e-05 5.55487e-06 3.9
1.86676 0.00507616 0.00266455 0.00402633 0.000115977 0.000109683 -1.53258e-05 4
1.90636 0.00314453 0.00204806 0.00268687 0.000124341 0.000120517 -3.37498e-05 4.1
1.94596 0.00291879 0.00173151 0.00219005 0.000120342 0.000128373 -4.91282e-05 4.2
1.98556 0.00212528 0.00179162 0.00200334 0.000104843 0.000132558 -6.09907e-05 4.3
2.02515 0.00223544 0.00145739 0.00169331 8.0705e-05 0.000132363 -6.90097e-05 4.4
2.06475 0.0020656 0.00166256 0.00164822 5.22805e-05 0.000127156 -7.30203e-05 4.5
2.10435 0.00188212 0.00144254 0.00146339 2.46392e-05 0.000116492 -7.30367e-05 4.6
2.14395 0.00190761 0.00157285 0.00122434 2.65371e-06 0.000100232 -6.92614e-05 4.7
2.18355 0.00172284 0.00184245 0.00146881 -9.88991e-06 7.86429e-05 -6.20836e-05 4.8
2.22314 0.00181826 0.00178496 0.00130203 -1.10004e-05 5.2453e-05 -5.20674e-05 4.9
2.26274 0.00187832 0.00216691 0.0014796 -8.80291e-07 2.28575e-05 -3.99262e-05 5
2.30234 0.00206862 0.0023084 0.00140809 1.80582e-05 -8.54539e-06 -2.64857e-05 5.1
2.34194 0.00218996 0.00234435 0.0015562 4.15679e-05 -3.98781e-05 -1.26361e-05 5.2
2.38154 0.00285184 0.0035957 0.00202379 6.42717e-05 -6.91577e-05 7.22648e-07 5.3
2.42113 0.00314054 0.00360957 0.002053 8.05802e-05 -9.44973e-05 1.27381e-05 5.4
2.46073 0.00490477 0.00626703 0.00311115 8.56644e-05 -0.000114309 2.26597e-05 5.5
2.50033 0.0081108 0.0100019 0.00473028 7.6319e-05 -0.000127479 2.98862e-05 5.6
2.53993 0.0192086 0.0227128 0.0104728 5.15645e-05 -0.000133491 3.4e-05 5.7
2.57953 0.0136392 0.0162418 0.00758954 1.28856e-05 -0.000132477 3.4787e-05 5.8
2.61912 0.00510986 0.00607511 0.00312662 -3.59398e-05 -0.000125195 3.22392e-05 5.9
2.65872 0.00426573 0.00500141 0.00258512 -8.93924e-05 -0.000112922 2.65406e-05 6
2.69832 0.0033946 0.00360038 0.00192991 -0.000141055 -9.73028e-05 1.8039e-05 6.1
2.73792 0.00238623 0.00270267 0.00158999 -0.000184603 -8.01432e-05 7.20739e-06 6.2
2.77752 0.00253525 0.00259892 0.001458 -0.000214784 -6.32104e-05 -5.40145e-06 6.3
2.81711 0.00176095 0.00197357 0.00118726 -0.000228211 -4.80436e-05 -1.92007e-05 6.4
2.85671 0.00171331 0.00201218 0.00120828 -0.000223853 -3.58117e-05 -3.36124e-05 6.5
2.89631 0.00174902 0.00158775 0.00101949 -0.000203126 -2.72313e-05 -4.81022e-05 6.6
2.93591 0.0014232 0.00152873 0.00101508 -0.000169597 -2.25511e-05 -6.22054e-05 6.7
2.97551 0.00148975 0.00146649 0.000932305 -0.000128333 -2.15996e-05 -7.55416e-05 6.8
3.0151 0.00116938 0.00121413 0.000872705 -8.50323e-05 -2.38818e-05 -8.78196e-05 6.9
3.0547 0.00115152 0.00131333 0.000859663 -4.50735e-05 -2.87042e-05 -9.88341e-05 7
3.0943 0.00124557 0.00107938 0.000778752 -1.26595e-05 -3.53044e-05 -0.000108456 7.1
3.1339 0.000998632 0.00112039 0.000784911 9.80489e-06 -4.29633e-05 -0.000116621 7.2
3.1735 0.00105862 0.0010432 0.000726932 2.19958e-05 -5.10825e-05 -0.000123316 7.3
3.21309 0.000944503 0.000947546 0.000715973 2.55697e-05 -5.92169e-05 -0.000128565 7.4
3.25269 0.000887526 0.000989644 0.000689831 2.37057e-05 -6.70632e-05 -0.000132426 7.5
3.29229 0.000977085 0.000849858 0.000657393 2.03789e-05 -7.44126e-05 -0.000134975 7.6
3.33189 0.000741224 0.000899996 0.000652195 1.9499e-05 -8.10835e-05 -0.000136309 7.7
3.37149 0.000810526 0.000821319 0.000615148 2.40747e-05 -8.68532e-05 -0.000136532 7.8
3.41108 0.0008119 0.000794331 0.000614074 3.55559e-05 -9.1409e-05 -0.000135755 7.9
3.45068 0.000726225 0.000799694 0.00058762 5.34764e-05 -9.43318e-05 -0.000134084 8
3.49028 0.000807411 0.000717779 0.000576319 7.54643e-05 -9.51222e-05 -0.000131612 8.1
3.52988 0.000653322 0.000756715 0.000564135 9.76231e-05 -9.3266e-05 -0.000128403 8.2
3.56948 0.000648281 0.000685622 0.00054398 0.000115217 -8.83321e-05 -0.000124488 8.3
3.60907 0.000717243 0.000690724 0.000540335 0.000123546 -8.00822e-05 -0.000119848 8.4
3.64867 0.000614587 0.000674788 0.000519474 0.000118843 -6.85736e-05 -0.000114413 8.5
3.68827 0.000683579 0.000630578 0.000515483 9.90558e-05 -5.42317e-05 -0.000108066 8.6
3.72787 0.000609697 0.000654035 0.000500935 6.43414e-05 -3.78738e-05 -0.000100651 8.7
3.76746 0.000571726 0.000597582 0.000491292 1.72068e-05 -2.06735e-05 -9.19909e-05 8.8
3.80706 0.00063982 0.000613392 0.000484325 -3.77554e-05 -4.06454e-06 -8.19166e-05 8.9
3.84666 0.000544863 0.000587061 0.0004706 -9.44909e-05 1.04079e-05 -7.02972e-05 9
3.88626 0.00058467 0.000567283 0.000467156 -0.00014637 2.12692e-05 -5.70733e-05 9.1
3.92586 0.000537135 0.000576325 0.000454201 -0.000187191 2.73061e-05 -4.22875e-05 9.2
3.96545 0.00048708 0.000535353 0.000449296 -0.000212131 2.7738e-05 -2.61083e-05 9.3
4.00505 0.000571667 0.00055203 0.000440632 -0.000218489 2.23428e-05 -8.84262e-06 9.4
4.04465 0.000478352 0.000522174 0.000432372 -0.000206087 1.15172e-05 9.06527e-06 9.5
4.08425 0.00050332 0.000517905 0.000427744 -0.000177281 -3.73994e-06 2.70494e-05 9.6
4.12385 0.000502211 0.000515637 0.000417847 -0.00013655 -2.19211e-05 4.44527e-05 9.7
4.16344 0.000484677 0.000488738 0.000414379 -8.97624e-05 -4.11679e-05 6.05691e-05 9.8
4.20304 0.000512069 0.000501518 0.000405817 -4.32286e-05 -5.94729e-05 7.46941e-05 9.9
